Trip_Number	Customer_Number	Trip_Country	Customer Country	Trip Country CentroidX	Trip Country Centroid Y	Customer Country Centroid X	Customer Country Centroid Y
1153	10176	Maldives	Hong Kong	1021	414	1225	278
1001	10177	Hong Kong	Hong Kong	1225	278	1225	278
1154	10177	China	Hong Kong	1132	250	1225	278
1154	10177	China	Hong Kong	1132	250	1225	278
1154	10177	China	Hong Kong	1132	250	1225	278
1154	10177	China	Hong Kong	1132	250	1225	278
4208	10177	China	Hong Kong	1132	250	1225	278
1155	10178	Australia	Hong Kong	1310	582	1225	278
1155	10178	Australia	Hong Kong	1310	582	1225	278
1155	10178	Australia	Hong Kong	1310	582	1225	278
4012	10178	Australia	Hong Kong	1310	582	1225	278
4012	10178	Australia	Hong Kong	1310	582	1225	278
5416	10178	China	Hong Kong	1132	250	1225	278
6151	10178	Australia	Hong Kong	1310	582	1225	278
6151	10178	Australia	Hong Kong	1310	582	1225	278
5132	10178	Vietnam	Hong Kong	1198	372	1225	278
5132	10178	Vietnam	Hong Kong	1198	372	1225	278
5132	10178	Vietnam	Hong Kong	1198	372	1225	278
5132	10178	Vietnam	Hong Kong	1198	372	1225	278
1154	10179	China	Hong Kong	1132	250	1225	278
1154	10179	China	Hong Kong	1132	250	1225	278
3822	10179	China	Hong Kong	1132	250	1225	278
3822	10179	China	Hong Kong	1132	250	1225	278
1156	10180	Czech Republic	Hong Kong	732	165	1225	278
1157	10181	United States	United States	190	226	190	226
1158	10182	Italy	United States	728	208	190	226
1159	10183	Japan	Hong Kong	1314	239	1225	278
1296	10183	Austria	Hong Kong	729	177	1225	278
1562	10183	Morocco	Hong Kong	632	264	1225	278
6603	10183	New Zealand	Hong Kong	1426	689	1225	278
6654	10183	Hong Kong	Hong Kong	1225	278	1225	278
6788	10183	Hong Kong	Hong Kong	1225	278	1225	278
1160	10184	China	Hong Kong	1132	250	1225	278
4818	10184	China	Hong Kong	1132	250	1225	278
5595	10184	Japan	Hong Kong	1314	239	1225	278
1161	10185	Hong Kong	Hong Kong	1225	278	1225	278
1161	10185	Hong Kong	Hong Kong	1225	278	1225	278
1161	10185	Hong Kong	Hong Kong	1225	278	1225	278
2517	10185	China	Hong Kong	1132	250	1225	278
2517	10185	China	Hong Kong	1132	250	1225	278
2817	10185	China	Hong Kong	1132	250	1225	278
4155	10185	Cambodia	Hong Kong	1180	371	1225	278
4155	10185	Cambodia	Hong Kong	1180	371	1225	278
4814	10185	Morocco	Hong Kong	632	264	1225	278
5462	10185	China	Hong Kong	1132	250	1225	278
1162	10186	Vietnam	Hong Kong	1198	372	1225	278
1162	10186	Vietnam	Hong Kong	1198	372	1225	278
1162	10186	Vietnam	Hong Kong	1198	372	1225	278
1157	10187	United States	United States	190	226	190	226
5611	10188	Argentina	Hong Kong	362	630	1225	278
1163	10188	Greece	Hong Kong	764	220	1225	278
1752	10188	Greece	Hong Kong	764	220	1225	278
2892	10188	United States	Hong Kong	190	226	1225	278
5756	10188	Maldives	Hong Kong	1021	414	1225	278
4717	10188	Singapore	Hong Kong	1179	432	1225	278
4717	10188	Singapore	Hong Kong	1179	432	1225	278
2914	10188	Peru	Hong Kong	292	505	1225	278
5526	10188	China	Hong Kong	1132	250	1225	278
3571	10188	South Korea	Hong Kong	1258	238	1225	278
7012	10188	Singapore	Hong Kong	1179	432	1225	278
1164	10189	Romania	Greece	777	185	764	220
1164	10189	Romania	Greece	777	185	764	220
1165	10190	Hong Kong	Hong Kong	1225	278	1225	278
6058	10190	Malaysia	Hong Kong	1178	432	1225	278
6058	10190	Malaysia	Hong Kong	1178	432	1225	278
6771	10190	Singapore	Hong Kong	1179	432	1225	278
6771	10190	Singapore	Hong Kong	1179	432	1225	278
1166	10191	Kenya	Hong Kong	846	437	1225	278
1847	10191	Japan	Hong Kong	1314	239	1225	278
1167	10192	Philippines	Hong Kong	1258	356	1225	278
1839	10192	Macao	Hong Kong	1227	314	1225	278
2933	10192	Malaysia	Hong Kong	1178	432	1225	278
2933	10192	Malaysia	Hong Kong	1178	432	1225	278
2933	10192	Malaysia	Hong Kong	1178	432	1225	278
2933	10192	Malaysia	Hong Kong	1178	432	1225	278
4845	10192	South Korea	Hong Kong	1258	238	1225	278
6233	10192	Vietnam	Hong Kong	1198	372	1225	278
1168	10193	Cambodia	Hong Kong	1180	371	1225	278
1168	10193	Cambodia	Hong Kong	1180	371	1225	278
1480	10193	China	Hong Kong	1132	250	1225	278
1574	10193	China	Hong Kong	1132	250	1225	278
3160	10193	Thailand	Hong Kong	1160	352	1225	278
5326	10193	Thailand	Hong Kong	1160	352	1225	278
6670	10193	Vietnam	Hong Kong	1198	372	1225	278
1168	10194	Cambodia	Hong Kong	1180	371	1225	278
1168	10194	Cambodia	Hong Kong	1180	371	1225	278
3994	10194	China	Hong Kong	1132	250	1225	278
1169	10195	China	Hong Kong	1132	250	1225	278
1170	10196	China	Hong Kong	1132	250	1225	278
2283	10196	Morocco	Hong Kong	632	264	1225	278
3303	10196	Morocco	Hong Kong	632	264	1225	278
3304	10196	Morocco	Hong Kong	632	264	1225	278
5521	10196	Japan	Hong Kong	1314	239	1225	278
1171	10197	Cambodia	Hong Kong	1180	371	1225	278
1987	10197	Romania	Hong Kong	777	185	1225	278
2175	10197	Italy	Hong Kong	728	208	1225	278
2175	10197	Italy	Hong Kong	728	208	1225	278
2906	10197	Hungary	Hong Kong	752	180	1225	278
2275	10197	Netherlands	Hong Kong	692	152	1225	278
4411	10197	Morocco	Hong Kong	632	264	1225	278
5397	10197	China	Hong Kong	1132	250	1225	278
5402	10197	United States	Hong Kong	190	226	1225	278
6183	10197	Greece	Hong Kong	764	220	1225	278
6183	10197	Greece	Hong Kong	764	220	1225	278
6656	10197	Morocco	Hong Kong	632	264	1225	278
6884	10197	Morocco	Hong Kong	632	264	1225	278
6884	10197	Morocco	Hong Kong	632	264	1225	278
5205	10198	Mauritius	Netherlands	944	555	692	152
2573	10198	Netherlands	Netherlands	692	152	692	152
2186	10198	Slovakia	Netherlands	752	171	692	152
1131	10198	Greece	Netherlands	764	220	692	152
1172	10198	Hungary	Netherlands	752	180	692	152
1749	10198	Greece	Netherlands	764	220	692	152
1870	10198	Croatia	Netherlands	735	189	692	152
2579	10198	South Africa	Netherlands	779	601	692	152
3065	10198	Croatia	Netherlands	735	189	692	152
3392	10198	Slovenia	Netherlands	732	185	692	152
4775	10198	Italy	Netherlands	728	208	692	152
5067	10198	Greece	Netherlands	764	220	692	152
7236	10198	Czech Republic	Netherlands	732	165	692	152
1190	10199	China	Hong Kong	1132	250	1225	278
1765	10199	Cambodia	Hong Kong	1180	371	1225	278
2010	10199	China	Hong Kong	1132	250	1225	278
1173	10199	Myanmar	Hong Kong	1132	322	1225	278
1534	10199	South Korea	Hong Kong	1258	238	1225	278
6249	10199	Singapore	Hong Kong	1179	432	1225	278
1174	10200	Thailand	Hong Kong	1160	352	1225	278
1174	10200	Thailand	Hong Kong	1160	352	1225	278
5366	10200	China	Hong Kong	1132	250	1225	278
5366	10200	China	Hong Kong	1132	250	1225	278
1175	10201	Greece	Hong Kong	764	220	1225	278
1320	10201	China	Hong Kong	1132	250	1225	278
1843	10201	Japan	Hong Kong	1314	239	1225	278
2408	10201	Greece	Hong Kong	764	220	1225	278
2408	10201	Greece	Hong Kong	764	220	1225	278
3228	10201	Japan	Hong Kong	1314	239	1225	278
1176	10202	South Africa	South Africa	779	601	779	601
1177	10203	United States	United States	190	226	190	226
4141	10203	Mexico	United States	165	309	190	226
1178	10204	Czech Republic	Germany	732	165	711	155
2368	10204	Greece	Germany	764	220	711	155
5893	10204	Czech Republic	Germany	732	165	711	155
1142	10205	Japan	Hong Kong	1314	239	1225	278
1179	10205	New Zealand	Hong Kong	1426	689	1225	278
1819	10205	Croatia	Hong Kong	735	189	1225	278
3145	10205	Australia	Hong Kong	1310	582	1225	278
4721	10205	Netherlands	Hong Kong	692	152	1225	278
4171	10205	Japan	Hong Kong	1314	239	1225	278
4651	10205	New Zealand	Hong Kong	1426	689	1225	278
5230	10205	New Zealand	Hong Kong	1426	689	1225	278
7137	10205	New Zealand	Hong Kong	1426	689	1225	278
1177	10206	United States	United States	190	226	190	226
3118	10206	South Africa	United States	779	601	190	226
5363	10206	United States	United States	190	226	190	226
1180	10207	Romania	Hong Kong	777	185	1225	278
2393	10207	Fiji	Hong Kong	1489	512	1225	278
1827	10207	Israel	Hong Kong	830	263	1225	278
2212	10207	Kenya	Hong Kong	846	437	1225	278
2253	10207	Thailand	Hong Kong	1160	352	1225	278
2525	10207	United Arab Emirates	Hong Kong	727	310	1225	278
2554	10207	Kenya	Hong Kong	846	437	1225	278
2784	10207	Australia	Hong Kong	1310	582	1225	278
3515	10207	Thailand	Hong Kong	1160	352	1225	278
4393	10207	Australia	Hong Kong	1310	582	1225	278
4695	10207	New Zealand	Hong Kong	1426	689	1225	278
4947	10207	New Zealand	Hong Kong	1426	689	1225	278
3968	10207	Slovakia	Hong Kong	752	171	1225	278
5123	10207	Taiwan	Hong Kong	1251	311	1225	278
5998	10207	Australia	Hong Kong	1310	582	1225	278
6153	10207	Italy	Hong Kong	728	208	1225	278
6905	10207	United States	Hong Kong	190	226	1225	278
6908	10207	Mexico	Hong Kong	165	309	1225	278
1181	10208	China	Hong Kong	1132	250	1225	278
1181	10208	China	Hong Kong	1132	250	1225	278
1181	10208	China	Hong Kong	1132	250	1225	278
1181	10208	China	Hong Kong	1132	250	1225	278
1489	10208	Indonesia	Hong Kong	1233	445	1225	278
2314	10208	Macao	Hong Kong	1227	314	1225	278
3260	10208	United Arab Emirates	Hong Kong	727	310	1225	278
1182	10209	Hong Kong	Hong Kong	1225	278	1225	278
1183	10210	United States	United States	190	226	190	226
1617	10210	United States	United States	190	226	190	226
1801	10210	Mexico	United States	165	309	190	226
1021	10211	Slovenia	Hong Kong	732	185	1225	278
1184	10211	Japan	Hong Kong	1314	239	1225	278
2356	10211	Iceland	Hong Kong	603	88	1225	278
2356	10211	Iceland	Hong Kong	603	88	1225	278
4081	10211	Austria	Hong Kong	729	177	1225	278
5828	10211	United Arab Emirates	Hong Kong	727	310	1225	278
1185	10212	United States	United States	190	226	190	226
1185	10213	United States	Hong Kong	190	226	1225	278
1185	10213	United States	Hong Kong	190	226	1225	278
2219	10213	Fiji	Hong Kong	1489	512	1225	278
2219	10213	Fiji	Hong Kong	1489	512	1225	278
1186	10214	Australia	Hong Kong	1310	582	1225	278
2495	10214	Fiji	Hong Kong	1489	512	1225	278
1673	10214	Australia	Hong Kong	1310	582	1225	278
4854	10214	Australia	Hong Kong	1310	582	1225	278
1187	10215	Hungary	Austria	752	180	729	177
2911	10216	Czech Republic	Hong Kong	732	165	1225	278
1188	10216	Netherlands	Hong Kong	692	152	1225	278
4879	10216	France	Hong Kong	676	183	1225	278
4905	10216	China	Hong Kong	1132	250	1225	278
1189	10217	Cambodia	Hong Kong	1180	371	1225	278
5210	10217	Thailand	Hong Kong	1160	352	1225	278
1015	10218	United States	United States	190	226	190	226
1190	10219	China	Hong Kong	1132	250	1225	278
1190	10219	China	Hong Kong	1132	250	1225	278
2786	10219	China	Hong Kong	1132	250	1225	278
3615	10219	China	Hong Kong	1132	250	1225	278
3615	10219	China	Hong Kong	1132	250	1225	278
6591	10219	China	Hong Kong	1132	250	1225	278
1015	10220	United States	Hong Kong	190	226	1225	278
1177	10220	United States	Hong Kong	190	226	1225	278
1177	10220	United States	Hong Kong	190	226	1225	278
5776	10220	United States	Hong Kong	190	226	1225	278
1191	10221	Taiwan	Hong Kong	1251	311	1225	278
2247	10221	United States	Hong Kong	190	226	1225	278
4298	10221	Oman	Hong Kong	937	328	1225	278
1191	10222	Taiwan	Hong Kong	1251	311	1225	278
1191	10222	Taiwan	Hong Kong	1251	311	1225	278
1367	10222	Thailand	Hong Kong	1160	352	1225	278
2247	10222	United States	Hong Kong	190	226	1225	278
2391	10222	United Arab Emirates	Hong Kong	727	310	1225	278
2391	10222	United Arab Emirates	Hong Kong	727	310	1225	278
3363	10222	Malaysia	Hong Kong	1178	432	1225	278
4195	10222	Malaysia	Hong Kong	1178	432	1225	278
5343	10222	Taiwan	Hong Kong	1251	311	1225	278
5343	10222	Taiwan	Hong Kong	1251	311	1225	278
5343	10222	Taiwan	Hong Kong	1251	311	1225	278
5850	10222	South Korea	Hong Kong	1258	238	1225	278
1199	10223	Argentina	Hong Kong	362	630	1225	278
1166	10223	Kenya	Hong Kong	846	437	1225	278
1166	10223	Kenya	Hong Kong	846	437	1225	278
1780	10223	China	Hong Kong	1132	250	1225	278
1780	10223	China	Hong Kong	1132	250	1225	278
2321	10223	China	Hong Kong	1132	250	1225	278
2846	10223	China	Hong Kong	1132	250	1225	278
3260	10223	United Arab Emirates	Hong Kong	727	310	1225	278
3431	10223	Taiwan	Hong Kong	1251	311	1225	278
3486	10223	China	Hong Kong	1132	250	1225	278
3486	10223	China	Hong Kong	1132	250	1225	278
3572	10223	Philippines	Hong Kong	1258	356	1225	278
3520	10223	Maldives	Hong Kong	1021	414	1225	278
4720	10223	Maldives	Hong Kong	1021	414	1225	278
4694	10223	Philippines	Hong Kong	1258	356	1225	278
5573	10223	China	Hong Kong	1132	250	1225	278
5633	10223	Kenya	Hong Kong	846	437	1225	278
6090	10223	New Zealand	Hong Kong	1426	689	1225	278
6090	10223	New Zealand	Hong Kong	1426	689	1225	278
5502	10223	South Korea	Hong Kong	1258	238	1225	278
5502	10223	South Korea	Hong Kong	1258	238	1225	278
1110	10224	United States	United States	190	226	190	226
1192	10225	United States	United States	190	226	190	226
1110	10226	United States	United States	190	226	190	226
1401	10226	United States	United States	190	226	190	226
1193	10227	China	Hong Kong	1132	250	1225	278
1110	10228	United States	Puerto Rico	190	226	331	339
1194	10228	Egypt	Puerto Rico	806	294	331	339
1194	10228	Egypt	Puerto Rico	806	294	331	339
1194	10228	Egypt	Puerto Rico	806	294	331	339
1801	10228	Mexico	Puerto Rico	165	309	331	339
1195	10229	China	Hong Kong	1132	250	1225	278
1195	10229	China	Hong Kong	1132	250	1225	278
2055	10229	Malaysia	Hong Kong	1178	432	1225	278
2055	10229	Malaysia	Hong Kong	1178	432	1225	278
1196	10230	Singapore	Malaysia	1179	432	1178	432
1197	10231	United Kingdom	Hong Kong	662	150	1225	278
1197	10231	United Kingdom	Hong Kong	662	150	1225	278
1198	10232	Greece	Hong Kong	764	220	1225	278
1199	10233	Argentina	Hong Kong	362	630	1225	278
1200	10234	Thailand	Hong Kong	1160	352	1225	278
1201	10235	United States	Hong Kong	190	226	1225	278
1201	10235	United States	Hong Kong	190	226	1225	278
1201	10235	United States	Hong Kong	190	226	1225	278
1201	10235	United States	Hong Kong	190	226	1225	278
4782	10235	Finland	Hong Kong	773	95	1225	278
1202	10236	Jamaica	United States	277	338	190	226
3396	10236	United States	United States	190	226	190	226
1076	10237	Italy	United Kingdom	728	208	662	150
1213	10237	South Africa	United Kingdom	779	601	662	150
1366	10237	Greece	United Kingdom	764	220	662	150
1612	10237	Italy	United Kingdom	728	208	662	150
4523	10237	Croatia	United Kingdom	735	189	662	150
6000	10237	Spain	United Kingdom	650	219	662	150
1195	10238	China	Hong Kong	1132	250	1225	278
1838	10238	Japan	Hong Kong	1314	239	1225	278
6050	10238	China	Hong Kong	1132	250	1225	278
1364	10239	Indonesia	Russia	1233	445	1040	115
1203	10239	Myanmar	Russia	1132	322	1040	115
1203	10239	Myanmar	Russia	1132	322	1040	115
1110	10239	United States	Russia	190	226	1040	115
1326	10239	Egypt	Russia	806	294	1040	115
1498	10239	Romania	Russia	777	185	1040	115
1498	10239	Romania	Russia	777	185	1040	115
1721	10239	Russia	Russia	1040	115	1040	115
2368	10239	Greece	Russia	764	220	1040	115
2751	10239	Czech Republic	Russia	732	165	1040	115
2860	10239	France	Russia	676	183	1040	115
3065	10239	Croatia	Russia	735	189	1040	115
3587	10239	France	Russia	676	183	1040	115
4416	10239	Italy	Russia	728	208	1040	115
4628	10239	France	Russia	676	183	1040	115
4946	10239	Italy	Russia	728	208	1040	115
5137	10239	United States	Russia	190	226	1040	115
5543	10239	United States	Russia	190	226	1040	115
5842	10239	Ireland	Russia	633	147	1040	115
5904	10239	Spain	Russia	650	219	1040	115
6601	10239	Spain	Russia	650	219	1040	115
6828	10239	Russia	Russia	1040	115	1040	115
1581	10239	Turkey	Russia	824	224	1040	115
1204	10240	South Africa	France	779	601	676	183
1205	10241	Singapore	Hong Kong	1179	432	1225	278
1028	10242	China	Hong Kong	1132	250	1225	278
1206	10242	China	Hong Kong	1132	250	1225	278
1206	10242	China	Hong Kong	1132	250	1225	278
1206	10242	China	Hong Kong	1132	250	1225	278
1207	10243	Jamaica	United States	277	338	190	226
1194	10244	Egypt	South Africa	806	294	779	601
1288	10244	South Africa	South Africa	779	601	779	601
1749	10244	Greece	South Africa	764	220	779	601
1208	10245	China	Hong Kong	1132	250	1225	278
1208	10245	China	Hong Kong	1132	250	1225	278
1209	10246	Taiwan	Hong Kong	1251	311	1225	278
1209	10246	Taiwan	Hong Kong	1251	311	1225	278
5147	10246	Iceland	Hong Kong	603	88	1225	278
5147	10246	Iceland	Hong Kong	603	88	1225	278
1208	10247	China	Hong Kong	1132	250	1225	278
1928	10247	China	Hong Kong	1132	250	1225	278
2301	10247	South Korea	Hong Kong	1258	238	1225	278
4119	10247	South Korea	Hong Kong	1258	238	1225	278
4119	10247	South Korea	Hong Kong	1258	238	1225	278
1210	10248	Iceland	United States	603	88	190	226
1138	10249	South Africa	South Africa	779	601	779	601
1110	10250	United States	United States	190	226	190	226
1989	10250	Brazil	United States	400	500	190	226
1466	10251	Macao	South Africa	1227	314	779	601
1110	10251	United States	South Africa	190	226	779	601
1110	10252	United States	Canada	190	226	200	120
1130	10253	Malaysia	Hong Kong	1178	432	1225	278
1211	10253	Cambodia	Hong Kong	1180	371	1225	278
1774	10253	Macao	Hong Kong	1227	314	1225	278
2741	10253	Singapore	Hong Kong	1179	432	1225	278
4412	10253	Thailand	Hong Kong	1160	352	1225	278
5986	10253	Hong Kong	Hong Kong	1225	278	1225	278
1212	10254	Hungary	Hong Kong	752	180	1225	278
1223	10254	China	Hong Kong	1132	250	1225	278
1247	10254	Hong Kong	Hong Kong	1225	278	1225	278
1463	10254	China	Hong Kong	1132	250	1225	278
1724	10254	France	Hong Kong	676	183	1225	278
1794	10254	China	Hong Kong	1132	250	1225	278
3242	10254	Romania	Hong Kong	777	185	1225	278
4705	10254	China	Hong Kong	1132	250	1225	278
2936	10254	Portugal	Hong Kong	627	222	1225	278
5068	10254	Austria	Hong Kong	729	177	1225	278
5208	10254	Japan	Hong Kong	1314	239	1225	278
6253	10254	South Africa	Hong Kong	779	601	1225	278
1014	10255	Egypt	Kenya	806	294	846	437
1213	10255	South Africa	Kenya	779	601	846	437
1453	10255	Israel	Kenya	830	263	846	437
5807	10255	Kenya	Kenya	846	437	846	437
6595	10255	Kenya	Kenya	846	437	846	437
1214	10256	South Africa	South Africa	779	601	779	601
1215	10257	Egypt	United States	806	294	190	226
1216	10258	Cambodia	Canada	1180	371	200	120
1255	10258	Spain	Canada	650	219	200	120
1316	10258	Japan	Canada	1314	239	200	120
3166	10258	United States	Canada	190	226	200	120
3425	10258	Japan	Canada	1314	239	200	120
3457	10258	Kenya	Canada	846	437	200	120
3457	10258	Kenya	Canada	846	437	200	120
6606	10258	Mexico	Canada	165	309	200	120
5337	10258	Myanmar	Canada	1132	322	200	120
1217	10259	United States	United States	190	226	190	226
1452	10259	United States	United States	190	226	190	226
6638	10259	Canada	United States	200	120	190	226
1218	10260	United States	United States	190	226	190	226
1219	10261	United States	United States	190	226	190	226
1117	10262	Italy	Romania	728	208	777	185
1220	10262	Hungary	Romania	752	180	777	185
2273	10262	Romania	Romania	777	185	777	185
2501	10262	Romania	Romania	777	185	777	185
4557	10262	Greece	Romania	764	220	777	185
5061	10262	Czech Republic	Romania	732	165	777	185
5457	10262	Greece	Romania	764	220	777	185
5832	10262	Spain	Romania	650	219	777	185
2574	10263	Indonesia	South Africa	1233	445	779	601
1213	10263	South Africa	South Africa	779	601	779	601
1221	10263	Thailand	South Africa	1160	352	779	601
1726	10263	Ireland	South Africa	633	147	779	601
2143	10263	South Africa	South Africa	779	601	779	601
2143	10263	South Africa	South Africa	779	601	779	601
2225	10263	South Africa	South Africa	779	601	779	601
2225	10263	South Africa	South Africa	779	601	779	601
3385	10263	South Africa	South Africa	779	601	779	601
4125	10263	Ireland	South Africa	633	147	779	601
4125	10263	Ireland	South Africa	633	147	779	601
1063	10264	China	Hong Kong	1132	250	1225	278
6596	10264	Czech Republic	Hong Kong	732	165	1225	278
6596	10264	Czech Republic	Hong Kong	732	165	1225	278
6596	10264	Czech Republic	Hong Kong	732	165	1225	278
1222	10265	Kenya	Hong Kong	846	437	1225	278
1241	10265	Morocco	Hong Kong	632	264	1225	278
1293	10265	Greece	Hong Kong	764	220	1225	278
1499	10265	Singapore	Hong Kong	1179	432	1225	278
1527	10265	Cyprus	Hong Kong	819	248	1225	278
1858	10265	Greece	Hong Kong	764	220	1225	278
2404	10265	Malaysia	Hong Kong	1178	432	1225	278
3354	10265	Thailand	Hong Kong	1160	352	1225	278
4414	10265	Singapore	Hong Kong	1179	432	1225	278
1957	10265	Peru	Hong Kong	292	505	1225	278
4775	10265	Italy	Hong Kong	728	208	1225	278
4861	10265	Greece	Hong Kong	764	220	1225	278
4996	10265	New Zealand	Hong Kong	1426	689	1225	278
5256	10265	Morocco	Hong Kong	632	264	1225	278
6471	10265	Morocco	Hong Kong	632	264	1225	278
1008	10266	China	Hong Kong	1132	250	1225	278
1223	10266	China	Hong Kong	1132	250	1225	278
1316	10266	Japan	Hong Kong	1314	239	1225	278
1316	10266	Japan	Hong Kong	1314	239	1225	278
2094	10266	Fiji	Hong Kong	1489	512	1225	278
2094	10266	Fiji	Hong Kong	1489	512	1225	278
2455	10266	United Arab Emirates	Hong Kong	727	310	1225	278
2971	10266	China	Hong Kong	1132	250	1225	278
3547	10266	China	Hong Kong	1132	250	1225	278
4015	10266	Maldives	Hong Kong	1021	414	1225	278
5151	10266	China	Hong Kong	1132	250	1225	278
1224	10267	United States	United States	190	226	190	226
1258	10267	Mexico	United States	165	309	190	226
1718	10267	United States	United States	190	226	190	226
2361	10267	Mexico	United States	165	309	190	226
5553	10267	Mexico	United States	165	309	190	226
1064	10268	Czech Republic	Hong Kong	732	165	1225	278
1064	10268	Czech Republic	Hong Kong	732	165	1225	278
1064	10268	Czech Republic	Hong Kong	732	165	1225	278
1064	10268	Czech Republic	Hong Kong	732	165	1225	278
1064	10268	Czech Republic	Hong Kong	732	165	1225	278
1367	10268	Thailand	Hong Kong	1160	352	1225	278
1367	10268	Thailand	Hong Kong	1160	352	1225	278
3078	10268	Indonesia	Hong Kong	1233	445	1225	278
2120	10268	Macao	Hong Kong	1227	314	1225	278
6369	10268	Myanmar	Hong Kong	1132	322	1225	278
4195	10268	Malaysia	Hong Kong	1178	432	1225	278
4321	10268	Greece	Hong Kong	764	220	1225	278
4321	10268	Greece	Hong Kong	764	220	1225	278
1225	10269	Bulgaria	Russia	777	203	1040	115
1226	10270	Macao	Hong Kong	1227	314	1225	278
1839	10270	Macao	Hong Kong	1227	314	1225	278
4117	10270	Macao	Hong Kong	1227	314	1225	278
4358	10270	Macao	Hong Kong	1227	314	1225	278
4399	10270	Macao	Hong Kong	1227	314	1225	278
1227	10271	France	Netherlands	676	183	692	152
1596	10271	United Kingdom	Netherlands	662	150	692	152
5322	10271	Croatia	Netherlands	735	189	692	152
1581	10271	Turkey	Netherlands	824	224	692	152
1100	10272	Greece	Greece	764	220	764	220
1100	10272	Greece	Greece	764	220	764	220
2186	10272	Slovakia	Greece	752	171	764	220
1228	10273	Mexico	United States	165	309	190	226
1229	10274	Czech Republic	Hong Kong	732	165	1225	278
1229	10274	Czech Republic	Hong Kong	732	165	1225	278
1229	10274	Czech Republic	Hong Kong	732	165	1225	278
1229	10274	Czech Republic	Hong Kong	732	165	1225	278
1356	10275	Spain	Hong Kong	650	219	1225	278
2462	10275	Greece	Hong Kong	764	220	1225	278
2462	10275	Greece	Hong Kong	764	220	1225	278
2478	10275	Greece	Hong Kong	764	220	1225	278
2478	10275	Greece	Hong Kong	764	220	1225	278
1230	10275	Maldives	Hong Kong	1021	414	1225	278
3193	10275	Maldives	Hong Kong	1021	414	1225	278
1348	10276	Mauritius	Hong Kong	944	555	1225	278
1231	10276	Myanmar	Hong Kong	1132	322	1225	278
1232	10277	Japan	Hong Kong	1314	239	1225	278
4937	10277	Singapore	Hong Kong	1179	432	1225	278
5221	10277	South Korea	Hong Kong	1258	238	1225	278
1233	10278	Hungary	Hungary	752	180	752	180
1233	10278	Hungary	Hungary	752	180	752	180
1234	10279	Morocco	Hong Kong	632	264	1225	278
1234	10279	Morocco	Hong Kong	632	264	1225	278
1234	10279	Morocco	Hong Kong	632	264	1225	278
1234	10279	Morocco	Hong Kong	632	264	1225	278
1234	10279	Morocco	Hong Kong	632	264	1225	278
1234	10279	Morocco	Hong Kong	632	264	1225	278
1235	10280	Spain	Hong Kong	650	219	1225	278
1235	10280	Spain	Hong Kong	650	219	1225	278
1245	10280	United States	Hong Kong	190	226	1225	278
4815	10280	United States	Hong Kong	190	226	1225	278
4815	10280	United States	Hong Kong	190	226	1225	278
1236	10281	China	Hong Kong	1132	250	1225	278
1966	10281	China	Hong Kong	1132	250	1225	278
2171	10281	China	Hong Kong	1132	250	1225	278
4184	10281	China	Hong Kong	1132	250	1225	278
4769	10281	China	Hong Kong	1132	250	1225	278
5767	10281	China	Hong Kong	1132	250	1225	278
6493	10281	China	Hong Kong	1132	250	1225	278
1237	10282	Ireland	Sweden	633	147	730	111
2585	10282	Greece	Sweden	764	220	730	111
5001	10282	United Arab Emirates	Sweden	727	310	730	111
6647	10282	Italy	Sweden	728	208	730	111
1238	10283	France	Hong Kong	676	183	1225	278
2415	10283	Czech Republic	Hong Kong	732	165	1225	278
3722	10283	Croatia	Hong Kong	735	189	1225	278
6310	10283	Hungary	Hong Kong	752	180	1225	278
1239	10284	Malaysia	Hong Kong	1178	432	1225	278
2263	10285	Denmark	Hong Kong	709	135	1225	278
2263	10285	Denmark	Hong Kong	709	135	1225	278
1240	10285	New Zealand	Hong Kong	1426	689	1225	278
2502	10285	Estonia	Hong Kong	774	118	1225	278
2502	10285	Estonia	Hong Kong	774	118	1225	278
2500	10285	Finland	Hong Kong	773	95	1225	278
2500	10285	Finland	Hong Kong	773	95	1225	278
2503	10285	Sweden	Hong Kong	730	111	1225	278
2503	10285	Sweden	Hong Kong	730	111	1225	278
3428	10285	Greece	Hong Kong	764	220	1225	278
4319	10285	Greece	Hong Kong	764	220	1225	278
1534	10285	South Korea	Hong Kong	1258	238	1225	278
3565	10285	South Korea	Hong Kong	1258	238	1225	278
6541	10285	Australia	Hong Kong	1310	582	1225	278
1241	10286	Morocco	Hong Kong	632	264	1225	278
2262	10286	Finland	Hong Kong	773	95	1225	278
2262	10286	Finland	Hong Kong	773	95	1225	278
1519	10286	China	Hong Kong	1132	250	1225	278
2735	10286	Australia	Hong Kong	1310	582	1225	278
2735	10286	Australia	Hong Kong	1310	582	1225	278
2918	10286	Australia	Hong Kong	1310	582	1225	278
2918	10286	Australia	Hong Kong	1310	582	1225	278
3347	10286	Egypt	Hong Kong	806	294	1225	278
4282	10286	Iceland	Hong Kong	603	88	1225	278
1242	10287	Malaysia	Hong Kong	1178	432	1225	278
3919	10287	Singapore	Hong Kong	1179	432	1225	278
1243	10288	Mexico	United States	165	309	190	226
1244	10289	Italy	Hong Kong	728	208	1225	278
2188	10289	Greece	Hong Kong	764	220	1225	278
5835	10289	Singapore	Hong Kong	1179	432	1225	278
5835	10289	Singapore	Hong Kong	1179	432	1225	278
