Trip_Number	Customer_Number	Trip_Country	Customer Country	Trip Country CentroidX	Trip Country Centroid Y	Customer Country Centroid X	Customer Country Centroid Y
4661	10406	Russia	United States	1040	115	190	226
1066	10407	Kenya	Hong Kong	846	437	1225	278
1101	10407	Malaysia	Hong Kong	1178	432	1225	278
1101	10407	Malaysia	Hong Kong	1178	432	1225	278
1344	10407	Spain	Hong Kong	650	219	1225	278
1566	10407	Malaysia	Hong Kong	1178	432	1225	278
1566	10407	Malaysia	Hong Kong	1178	432	1225	278
1566	10407	Malaysia	Hong Kong	1178	432	1225	278
6765	10407	Vietnam	Hong Kong	1198	372	1225	278
1345	10408	France	Hong Kong	676	183	1225	278
1345	10408	France	Hong Kong	676	183	1225	278
1110	10409	United States	Australia	190	226	1310	582
1110	10409	United States	Australia	190	226	1310	582
1343	10409	United States	Australia	190	226	1310	582
6362	10409	United States	Australia	190	226	1310	582
1346	10410	Japan	Hong Kong	1314	239	1225	278
2041	10410	Greece	Hong Kong	764	220	1225	278
4340	10410	Thailand	Hong Kong	1160	352	1225	278
4340	10410	Thailand	Hong Kong	1160	352	1225	278
4765	10410	Greece	Hong Kong	764	220	1225	278
5353	10410	Greece	Hong Kong	764	220	1225	278
2301	10410	South Korea	Hong Kong	1258	238	1225	278
2301	10410	South Korea	Hong Kong	1258	238	1225	278
4119	10410	South Korea	Hong Kong	1258	238	1225	278
4119	10410	South Korea	Hong Kong	1258	238	1225	278
1032	10411	Kenya	Hungary	846	437	752	180
1347	10412	Malaysia	Hong Kong	1178	432	1225	278
1125	10413	Mexico	United States	165	309	190	226
1125	10413	Mexico	United States	165	309	190	226
1326	10413	Egypt	United States	806	294	190	226
1342	10413	Mexico	United States	165	309	190	226
1342	10413	Mexico	United States	165	309	190	226
1100	10414	Greece	Greece	764	220	764	220
1100	10414	Greece	Greece	764	220	764	220
1449	10414	Greece	Greece	764	220	764	220
1449	10414	Greece	Greece	764	220	764	220
2273	10414	Romania	Greece	777	185	764	220
2647	10414	Greece	Greece	764	220	764	220
2647	10414	Greece	Greece	764	220	764	220
3148	10414	Croatia	Greece	735	189	764	220
3272	10414	Romania	Greece	777	185	764	220
3272	10414	Romania	Greece	777	185	764	220
3272	10414	Romania	Greece	777	185	764	220
3553	10414	Romania	Greece	777	185	764	220
3553	10414	Romania	Greece	777	185	764	220
3802	10414	Romania	Greece	777	185	764	220
3856	10414	Romania	Greece	777	185	764	220
3856	10414	Romania	Greece	777	185	764	220
4267	10414	Hungary	Greece	752	180	764	220
4267	10414	Hungary	Greece	752	180	764	220
4267	10414	Hungary	Greece	752	180	764	220
4364	10414	Hungary	Greece	752	180	764	220
4364	10414	Hungary	Greece	752	180	764	220
6389	10414	Croatia	Greece	735	189	764	220
1348	10415	Mauritius	Hong Kong	944	555	1225	278
1348	10415	Mauritius	Hong Kong	944	555	1225	278
1348	10415	Mauritius	Hong Kong	944	555	1225	278
1348	10415	Mauritius	Hong Kong	944	555	1225	278
1206	10416	China	Hong Kong	1132	250	1225	278
1243	10416	Mexico	Hong Kong	165	309	1225	278
1349	10416	Fiji	Hong Kong	1489	512	1225	278
1446	10416	China	Hong Kong	1132	250	1225	278
1758	10416	United States	Hong Kong	190	226	1225	278
1758	10416	United States	Hong Kong	190	226	1225	278
2195	10416	Malaysia	Hong Kong	1178	432	1225	278
2195	10416	Malaysia	Hong Kong	1178	432	1225	278
2727	10416	Malaysia	Hong Kong	1178	432	1225	278
3368	10416	United States	Hong Kong	190	226	1225	278
1153	10416	Maldives	Hong Kong	1021	414	1225	278
3623	10416	Hungary	Hong Kong	752	180	1225	278
6561	10416	Maldives	Hong Kong	1021	414	1225	278
6561	10416	Maldives	Hong Kong	1021	414	1225	278
4275	10416	Mauritius	Hong Kong	944	555	1225	278
4734	10416	United States	Hong Kong	190	226	1225	278
4734	10416	United States	Hong Kong	190	226	1225	278
6420	10416	China	Hong Kong	1132	250	1225	278
6420	10416	China	Hong Kong	1132	250	1225	278
1350	10417	Thailand	Hong Kong	1160	352	1225	278
4778	10417	Cambodia	Hong Kong	1180	371	1225	278
5984	10417	Australia	Hong Kong	1310	582	1225	278
1351	10418	Italy	Hong Kong	728	208	1225	278
1728	10418	Macao	Hong Kong	1227	314	1225	278
1352	10419	Singapore	Hong Kong	1179	432	1225	278
2292	10419	Singapore	Hong Kong	1179	432	1225	278
2893	10419	Taiwan	Hong Kong	1251	311	1225	278
5835	10419	Singapore	Hong Kong	1179	432	1225	278
7164	10419	Thailand	Hong Kong	1160	352	1225	278
1353	10420	Brazil	United States	400	500	190	226
1354	10421	United States	United States	190	226	190	226
1228	10422	Mexico	United States	165	309	190	226
1355	10422	United States	United States	190	226	190	226
1357	10423	China	Malaysia	1132	250	1178	432
1357	10423	China	Malaysia	1132	250	1178	432
1357	10423	China	Malaysia	1132	250	1178	432
1357	10423	China	Malaysia	1132	250	1178	432
1357	10423	China	Malaysia	1132	250	1178	432
1357	10423	China	Malaysia	1132	250	1178	432
1357	10423	China	Malaysia	1132	250	1178	432
1358	10424	Portugal	Cyprus	627	222	819	248
1359	10425	Czech Republic	Cyprus	732	165	819	248
1356	10426	Spain	Hong Kong	650	219	1225	278
3494	10426	Finland	Hong Kong	773	95	1225	278
2462	10426	Greece	Hong Kong	764	220	1225	278
2478	10426	Greece	Hong Kong	764	220	1225	278
3174	10426	Taiwan	Hong Kong	1251	311	1225	278
4167	10426	China	Hong Kong	1132	250	1225	278
1358	10426	Portugal	Hong Kong	627	222	1225	278
1361	10427	United Arab Emirates	Hong Kong	727	310	1225	278
1361	10427	United Arab Emirates	Hong Kong	727	310	1225	278
1361	10427	United Arab Emirates	Hong Kong	727	310	1225	278
1361	10427	United Arab Emirates	Hong Kong	727	310	1225	278
1361	10427	United Arab Emirates	Hong Kong	727	310	1225	278
1549	10427	China	Hong Kong	1132	250	1225	278
2072	10427	Australia	Hong Kong	1310	582	1225	278
2072	10427	Australia	Hong Kong	1310	582	1225	278
2072	10427	Australia	Hong Kong	1310	582	1225	278
5750	10427	Australia	Hong Kong	1310	582	1225	278
5750	10427	Australia	Hong Kong	1310	582	1225	278
6803	10427	Czech Republic	Hong Kong	732	165	1225	278
1362	10428	United States	Hong Kong	190	226	1225	278
1362	10428	United States	Hong Kong	190	226	1225	278
4182	10428	Malaysia	Hong Kong	1178	432	1225	278
1069	10429	China	Hong Kong	1132	250	1225	278
1363	10429	Japan	Hong Kong	1314	239	1225	278
1420	10429	United Arab Emirates	Hong Kong	727	310	1225	278
2153	10429	Philippines	Hong Kong	1258	356	1225	278
2153	10429	Philippines	Hong Kong	1258	356	1225	278
2321	10429	China	Hong Kong	1132	250	1225	278
2314	10429	Macao	Hong Kong	1227	314	1225	278
2741	10429	Singapore	Hong Kong	1179	432	1225	278
2757	10429	Thailand	Hong Kong	1160	352	1225	278
3830	10429	Mexico	Hong Kong	165	309	1225	278
4226	10429	Philippines	Hong Kong	1258	356	1225	278
4226	10429	Philippines	Hong Kong	1258	356	1225	278
4432	10429	China	Hong Kong	1132	250	1225	278
4432	10429	China	Hong Kong	1132	250	1225	278
4889	10429	Thailand	Hong Kong	1160	352	1225	278
5268	10429	China	Hong Kong	1132	250	1225	278
2101	10429	South Korea	Hong Kong	1258	238	1225	278
6692	10429	Singapore	Hong Kong	1179	432	1225	278
6692	10429	Singapore	Hong Kong	1179	432	1225	278
4063	10429	South Korea	Hong Kong	1258	238	1225	278
1363	10430	Japan	Hong Kong	1314	239	1225	278
1363	10430	Japan	Hong Kong	1314	239	1225	278
1407	10430	China	Hong Kong	1132	250	1225	278
1701	10430	Spain	Hong Kong	650	219	1225	278
1889	10430	Malaysia	Hong Kong	1178	432	1225	278
2314	10430	Macao	Hong Kong	1227	314	1225	278
2930	10430	Thailand	Hong Kong	1160	352	1225	278
3830	10430	Mexico	Hong Kong	165	309	1225	278
4707	10430	China	Hong Kong	1132	250	1225	278
1364	10431	Indonesia	Russia	1233	445	1040	115
1337	10432	Philippines	Hong Kong	1258	356	1225	278
1363	10432	Japan	Hong Kong	1314	239	1225	278
1363	10432	Japan	Hong Kong	1314	239	1225	278
1363	10432	Japan	Hong Kong	1314	239	1225	278
6724	10432	Fiji	Hong Kong	1489	512	1225	278
1526	10432	China	Hong Kong	1132	250	1225	278
2145	10432	China	Hong Kong	1132	250	1225	278
2304	10432	Maldives	Hong Kong	1021	414	1225	278
2304	10432	Maldives	Hong Kong	1021	414	1225	278
3575	10432	Iceland	Hong Kong	603	88	1225	278
3520	10432	Maldives	Hong Kong	1021	414	1225	278
6204	10432	Maldives	Hong Kong	1021	414	1225	278
6204	10432	Maldives	Hong Kong	1021	414	1225	278
6204	10432	Maldives	Hong Kong	1021	414	1225	278
4683	10432	United Arab Emirates	Hong Kong	727	310	1225	278
4694	10432	Philippines	Hong Kong	1258	356	1225	278
4694	10432	Philippines	Hong Kong	1258	356	1225	278
1826	10432	South Korea	Hong Kong	1258	238	1225	278
1826	10432	South Korea	Hong Kong	1258	238	1225	278
1826	10432	South Korea	Hong Kong	1258	238	1225	278
1826	10432	South Korea	Hong Kong	1258	238	1225	278
1826	10432	South Korea	Hong Kong	1258	238	1225	278
5573	10432	China	Hong Kong	1132	250	1225	278
2524	10432	South Korea	Hong Kong	1258	238	1225	278
5502	10432	South Korea	Hong Kong	1258	238	1225	278
5502	10432	South Korea	Hong Kong	1258	238	1225	278
1363	10433	Japan	Hong Kong	1314	239	1225	278
1363	10433	Japan	Hong Kong	1314	239	1225	278
1365	10434	United Arab Emirates	Hong Kong	727	310	1225	278
1366	10435	Greece	United Kingdom	764	220	662	150
1367	10436	Thailand	Hungary	1160	352	752	180
4164	10436	Greece	Hungary	764	220	752	180
1368	10437	China	United States	1132	250	190	226
3470	10437	United States	United States	190	226	190	226
5039	10437	China	United States	1132	250	190	226
1131	10438	Greece	Hong Kong	764	220	1225	278
1278	10438	Morocco	Hong Kong	632	264	1225	278
1279	10438	Morocco	Hong Kong	632	264	1225	278
1369	10438	Japan	Hong Kong	1314	239	1225	278
1784	10438	Greece	Hong Kong	764	220	1225	278
2670	10438	Australia	Hong Kong	1310	582	1225	278
1370	10439	France	Germany	676	183	711	155
1730	10439	Italy	Germany	728	208	711	155
1371	10440	China	Hong Kong	1132	250	1225	278
3913	10440	China	Hong Kong	1132	250	1225	278
1236	10441	China	Hong Kong	1132	250	1225	278
1236	10441	China	Hong Kong	1132	250	1225	278
1372	10441	Croatia	Hong Kong	735	189	1225	278
2155	10441	Thailand	Hong Kong	1160	352	1225	278
3783	10441	Greece	Hong Kong	764	220	1225	278
3920	10441	France	Hong Kong	676	183	1225	278
4184	10441	China	Hong Kong	1132	250	1225	278
4184	10441	China	Hong Kong	1132	250	1225	278
4235	10441	China	Hong Kong	1132	250	1225	278
4665	10441	Italy	Hong Kong	728	208	1225	278
4840	10441	China	Hong Kong	1132	250	1225	278
5119	10441	Greece	Hong Kong	764	220	1225	278
5400	10441	Thailand	Hong Kong	1160	352	1225	278
6000	10441	Spain	Hong Kong	650	219	1225	278
1142	10442	Japan	Hong Kong	1314	239	1225	278
1273	10442	Japan	Hong Kong	1314	239	1225	278
1373	10442	China	Hong Kong	1132	250	1225	278
1482	10442	Japan	Hong Kong	1314	239	1225	278
1785	10442	China	Hong Kong	1132	250	1225	278
2360	10442	China	Hong Kong	1132	250	1225	278
2709	10442	China	Hong Kong	1132	250	1225	278
1374	10443	Philippines	Hong Kong	1258	356	1225	278
2322	10443	Greece	Hong Kong	764	220	1225	278
3263	10443	Canada	Hong Kong	200	120	1225	278
3278	10443	Greece	Hong Kong	764	220	1225	278
5750	10443	Australia	Hong Kong	1310	582	1225	278
1375	10444	Hungary	Hong Kong	752	180	1225	278
1376	10445	China	Hong Kong	1132	250	1225	278
2147	10445	Hong Kong	Hong Kong	1225	278	1225	278
1377	10446	United States	United States	190	226	190	226
1378	10447	Portugal	Netherlands	627	222	692	152
1379	10448	China	Hong Kong	1132	250	1225	278
1580	10448	Philippines	Hong Kong	1258	356	1225	278
6907	10448	China	Hong Kong	1132	250	1225	278
1380	10449	Indonesia	Hong Kong	1233	445	1225	278
1381	10450	Taiwan	Hong Kong	1251	311	1225	278
1382	10451	Australia	Hong Kong	1310	582	1225	278
1382	10451	Australia	Hong Kong	1310	582	1225	278
3427	10451	United Arab Emirates	Hong Kong	727	310	1225	278
5816	10451	Australia	Hong Kong	1310	582	1225	278
5816	10451	Australia	Hong Kong	1310	582	1225	278
5816	10451	Australia	Hong Kong	1310	582	1225	278
1757	10452	Saint Lucia	United States	372	368	190	226
1383	10452	United States	United States	190	226	190	226
1384	10453	China	Hong Kong	1132	250	1225	278
1384	10453	China	Hong Kong	1132	250	1225	278
4171	10453	Japan	Hong Kong	1314	239	1225	278
4171	10453	Japan	Hong Kong	1314	239	1225	278
1385	10454	Thailand	Hong Kong	1160	352	1225	278
1385	10454	Thailand	Hong Kong	1160	352	1225	278
1015	10455	United States	United States	190	226	190	226
1386	10455	United States	United States	190	226	190	226
1387	10456	Australia	Hong Kong	1310	582	1225	278
1387	10456	Australia	Hong Kong	1310	582	1225	278
1387	10456	Australia	Hong Kong	1310	582	1225	278
1387	10456	Australia	Hong Kong	1310	582	1225	278
2121	10456	United Arab Emirates	Hong Kong	727	310	1225	278
1388	10457	Austria	Hong Kong	729	177	1225	278
1715	10457	Greece	Hong Kong	764	220	1225	278
2456	10457	Czech Republic	Hong Kong	732	165	1225	278
3579	10457	Spain	Hong Kong	650	219	1225	278
4792	10457	Germany	Hong Kong	711	155	1225	278
1389	10458	Germany	Hong Kong	711	155	1225	278
1389	10458	Germany	Hong Kong	711	155	1225	278
3624	10458	Austria	Hong Kong	729	177	1225	278
3624	10458	Austria	Hong Kong	729	177	1225	278
1390	10459	Guatemala	United States	216	354	190	226
1385	10460	Thailand	Hong Kong	1160	352	1225	278
2458	10460	Thailand	Hong Kong	1160	352	1225	278
3449	10460	Thailand	Hong Kong	1160	352	1225	278
1391	10461	China	Hong Kong	1132	250	1225	278
1391	10461	China	Hong Kong	1132	250	1225	278
1391	10461	China	Hong Kong	1132	250	1225	278
1391	10461	China	Hong Kong	1132	250	1225	278
2669	10461	China	Hong Kong	1132	250	1225	278
2791	10461	Taiwan	Hong Kong	1251	311	1225	278
2791	10461	Taiwan	Hong Kong	1251	311	1225	278
2903	10461	Greece	Hong Kong	764	220	1225	278
1392	10462	South Korea	Hong Kong	1258	238	1225	278
1393	10463	Brazil	United States	400	500	190	226
3329	10463	Brazil	United States	400	500	190	226
2163	10464	Portugal	Russia	627	222	1040	115
1394	10464	Romania	Russia	777	185	1040	115
1395	10465	United States	United States	190	226	190	226
1396	10466	China	Hong Kong	1132	250	1225	278
1396	10466	China	Hong Kong	1132	250	1225	278
2067	10466	China	Hong Kong	1132	250	1225	278
2067	10466	China	Hong Kong	1132	250	1225	278
2517	10466	China	Hong Kong	1132	250	1225	278
4698	10466	Singapore	Hong Kong	1179	432	1225	278
6610	10466	South Korea	Hong Kong	1258	238	1225	278
1397	10467	Thailand	Hong Kong	1160	352	1225	278
2032	10467	Thailand	Hong Kong	1160	352	1225	278
2032	10467	Thailand	Hong Kong	1160	352	1225	278
2314	10467	Macao	Hong Kong	1227	314	1225	278
2314	10467	Macao	Hong Kong	1227	314	1225	278
2757	10467	Thailand	Hong Kong	1160	352	1225	278
3032	10467	China	Hong Kong	1132	250	1225	278
4459	10467	China	Hong Kong	1132	250	1225	278
1110	10468	United States	United States	190	226	190	226
1210	10468	Iceland	United States	603	88	190	226
1466	10469	Macao	South Africa	1227	314	779	601
1398	10469	South Africa	South Africa	779	601	779	601
3505	10469	South Africa	South Africa	779	601	779	601
4504	10469	South Africa	South Africa	779	601	779	601
6429	10469	Singapore	South Africa	1179	432	779	601
6838	10469	South Africa	South Africa	779	601	779	601
7191	10469	South Africa	South Africa	779	601	779	601
1399	10470	Canada	Hong Kong	200	120	1225	278
1399	10471	Canada	Hong Kong	200	120	1225	278
1400	10472	China	Hong Kong	1132	250	1225	278
1400	10472	China	Hong Kong	1132	250	1225	278
1402	10473	United States	United States	190	226	190	226
3079	10473	United States	United States	190	226	190	226
5839	10473	United States	United States	190	226	190	226
1403	10474	China	Hong Kong	1132	250	1225	278
1404	10475	Romania	Romania	777	185	777	185
1404	10475	Romania	Romania	777	185	777	185
2425	10475	Romania	Romania	777	185	777	185
3648	10475	Romania	Romania	777	185	777	185
4748	10475	Romania	Romania	777	185	777	185
4748	10475	Romania	Romania	777	185	777	185
1405	10476	China	Hong Kong	1132	250	1225	278
2118	10476	South Korea	Hong Kong	1258	238	1225	278
5767	10476	China	Hong Kong	1132	250	1225	278
5803	10476	Taiwan	Hong Kong	1251	311	1225	278
1406	10477	China	Hong Kong	1132	250	1225	278
1407	10478	China	Hong Kong	1132	250	1225	278
1139	10479	Australia	Australia	1310	582	1310	582
3351	10479	New Zealand	Australia	1426	689	1310	582
5349	10479	New Zealand	Australia	1426	689	1310	582
1408	10480	Mexico	Greece	165	309	764	220
1444	10480	Greece	Greece	764	220	764	220
2469	10480	France	Greece	676	183	764	220
5842	10480	Ireland	Greece	633	147	764	220
1409	10481	Malaysia	Hong Kong	1178	432	1225	278
1597	10481	Malaysia	Hong Kong	1178	432	1225	278
4251	10481	Netherlands	Hong Kong	692	152	1225	278
4251	10481	Netherlands	Hong Kong	692	152	1225	278
1410	10482	New Zealand	Hong Kong	1426	689	1225	278
1198	10483	Greece	Romania	764	220	777	185
1411	10483	Croatia	Romania	735	189	777	185
4032	10483	Greece	Romania	764	220	777	185
1009	10484	China	Hong Kong	1132	250	1225	278
1009	10484	China	Hong Kong	1132	250	1225	278
2750	10484	Singapore	Hong Kong	1179	432	1225	278
2750	10484	Singapore	Hong Kong	1179	432	1225	278
2750	10484	Singapore	Hong Kong	1179	432	1225	278
5164	10484	Hong Kong	Hong Kong	1225	278	1225	278
5164	10484	Hong Kong	Hong Kong	1225	278	1225	278
5164	10484	Hong Kong	Hong Kong	1225	278	1225	278
1241	10485	Morocco	Hong Kong	632	264	1225	278
1412	10485	Japan	Hong Kong	1314	239	1225	278
1412	10485	Japan	Hong Kong	1314	239	1225	278
1412	10485	Japan	Hong Kong	1314	239	1225	278
2019	10485	Finland	Hong Kong	773	95	1225	278
1886	10485	France	Hong Kong	676	183	1225	278
3180	10485	Australia	Hong Kong	1310	582	1225	278
3244	10485	Malaysia	Hong Kong	1178	432	1225	278
4295	10485	Maldives	Hong Kong	1021	414	1225	278
4295	10485	Maldives	Hong Kong	1021	414	1225	278
4132	10485	Morocco	Hong Kong	632	264	1225	278
6961	10485	Mexico	Hong Kong	165	309	1225	278
1400	10486	China	Hong Kong	1132	250	1225	278
1400	10486	China	Hong Kong	1132	250	1225	278
1413	10486	Malaysia	Hong Kong	1178	432	1225	278
1413	10486	Malaysia	Hong Kong	1178	432	1225	278
3448	10486	Fiji	Hong Kong	1489	512	1225	278
2735	10486	Australia	Hong Kong	1310	582	1225	278
2735	10486	Australia	Hong Kong	1310	582	1225	278
4069	10486	Maldives	Hong Kong	1021	414	1225	278
3625	10486	Thailand	Hong Kong	1160	352	1225	278
3826	10486	Japan	Hong Kong	1314	239	1225	278
2991	10486	South Korea	Hong Kong	1258	238	1225	278
2991	10486	South Korea	Hong Kong	1258	238	1225	278
1414	10487	China	Hong Kong	1132	250	1225	278
4235	10487	China	Hong Kong	1132	250	1225	278
1415	10488	United States	United States	190	226	190	226
1110	10489	United States	Puerto Rico	190	226	331	339
1194	10489	Egypt	Puerto Rico	806	294	331	339
1454	10489	Mexico	Puerto Rico	165	309	331	339
3570	10489	United States	Puerto Rico	190	226	331	339
1416	10490	China	Hong Kong	1132	250	1225	278
1416	10490	China	Hong Kong	1132	250	1225	278
2243	10490	China	Hong Kong	1132	250	1225	278
3547	10490	China	Hong Kong	1132	250	1225	278
4905	10490	China	Hong Kong	1132	250	1225	278
4905	10490	China	Hong Kong	1132	250	1225	278
1417	10491	Greece	Hong Kong	764	220	1225	278
1417	10491	Greece	Hong Kong	764	220	1225	278
1417	10491	Greece	Hong Kong	764	220	1225	278
1417	10491	Greece	Hong Kong	764	220	1225	278
1093	10492	Philippines	Hong Kong	1258	356	1225	278
1190	10492	China	Hong Kong	1132	250	1225	278
1418	10493	United States	United Kingdom	190	226	662	150
7030	10493	Czech Republic	United Kingdom	732	165	662	150
1352	10494	Singapore	Hong Kong	1179	432	1225	278
1352	10494	Singapore	Hong Kong	1179	432	1225	278
1352	10494	Singapore	Hong Kong	1179	432	1225	278
1400	10494	China	Hong Kong	1132	250	1225	278
2083	10494	Malaysia	Hong Kong	1178	432	1225	278
2322	10494	Greece	Hong Kong	764	220	1225	278
2582	10494	Japan	Hong Kong	1314	239	1225	278
2995	10494	Greece	Hong Kong	764	220	1225	278
3120	10494	Thailand	Hong Kong	1160	352	1225	278
3120	10494	Thailand	Hong Kong	1160	352	1225	278
3257	10494	Croatia	Hong Kong	735	189	1225	278
3909	10494	Croatia	Hong Kong	735	189	1225	278
6599	10494	New Zealand	Hong Kong	1426	689	1225	278
1036	10495	Mexico	United States	165	309	190	226
1419	10495	Mexico	United States	165	309	190	226
1420	10496	United Arab Emirates	United States	727	310	190	226
2068	10496	United Kingdom	United States	662	150	190	226
1421	10497	United States	Hong Kong	190	226	1225	278
1422	10498	China	Malaysia	1132	250	1178	432
1422	10498	China	Malaysia	1132	250	1178	432
5246	10498	China	Malaysia	1132	250	1178	432
5246	10498	China	Malaysia	1132	250	1178	432
1423	10499	China	Hong Kong	1132	250	1225	278
2214	10499	China	Hong Kong	1132	250	1225	278
4129	10499	South Korea	Hong Kong	1258	238	1225	278
4129	10499	South Korea	Hong Kong	1258	238	1225	278
4129	10499	South Korea	Hong Kong	1258	238	1225	278
1423	10500	China	Hong Kong	1132	250	1225	278
2214	10500	China	Hong Kong	1132	250	1225	278
1167	10501	Philippines	Hong Kong	1258	356	1225	278
1508	10501	China	Hong Kong	1132	250	1225	278
2099	10501	Malaysia	Hong Kong	1178	432	1225	278
1423	10502	China	Hong Kong	1132	250	1225	278
2214	10502	China	Hong Kong	1132	250	1225	278
3188	10502	Singapore	Hong Kong	1179	432	1225	278
1423	10503	China	Hong Kong	1132	250	1225	278
1423	10504	China	Hong Kong	1132	250	1225	278
2214	10504	China	Hong Kong	1132	250	1225	278
5333	10504	Macao	Hong Kong	1227	314	1225	278
4157	10504	South Korea	Hong Kong	1258	238	1225	278
4157	10504	South Korea	Hong Kong	1258	238	1225	278
1424	10505	Thailand	South Africa	1160	352	779	601
2433	10505	Thailand	South Africa	1160	352	779	601
1423	10506	China	Hong Kong	1132	250	1225	278
1646	10506	Malaysia	Hong Kong	1178	432	1225	278
1053	10507	Morocco	Hong Kong	632	264	1225	278
1425	10507	China	Hong Kong	1132	250	1225	278
